respondent_id,xyz_vaccine,seasonal_vaccine
42661.0,0.008,0.116
42662.0,0.001,0.045
42664.0,0.006,0.163
42665.0,0.003,0.364
42666.0,0.886,0.714
42667.0,0.552,0.676
42668.0,0.001,0.218
42669.0,0.011,0.082
42670.0,0.177,0.485
42671.0,0.0,0.122
42673.0,0.498,0.398
42674.0,0.1,0.477
42675.0,0.172,0.833
42676.0,0.031,0.373
42677.0,0.494,0.472
42678.0,0.001,0.303
42680.0,0.972,0.725
42681.0,0.961,0.79
42683.0,0.221,0.448
42684.0,0.059,0.782
42686.0,0.209,0.33
42688.0,0.683,0.408
42689.0,0.748,0.788
42690.0,0.473,0.688
42692.0,0.006,0.051
42693.0,0.415,0.644
42695.0,0.064,0.747
42696.0,0.018,0.108
42697.0,0.637,0.304
42698.0,0.003,0.193
42699.0,0.257,0.387
42701.0,0.001,0.391
42703.0,0.0,0.163
42704.0,0.118,0.468
42705.0,0.034,0.378
42706.0,0.476,0.473
42707.0,0.996,0.484
42708.0,0.005,0.144
42709.0,1.0,0.955
42710.0,0.633,0.34
42711.0,0.225,0.492
42712.0,0.003,0.285
42713.0,0.0,0.202
42714.0,0.978,0.775
42715.0,0.318,0.433
42716.0,0.693,0.836
42717.0,0.008,0.33
42718.0,0.001,0.078
42720.0,0.001,0.089
42721.0,0.626,0.662
42722.0,0.0,0.068
42723.0,0.011,0.157
42726.0,0.0,0.111
42727.0,0.106,0.054
42728.0,0.626,0.29
42729.0,0.561,0.53
42730.0,0.015,0.019
42734.0,0.82,0.929
42735.0,0.692,0.586
42736.0,0.918,0.301
42737.0,0.001,0.231
42738.0,0.274,0.297
42740.0,0.128,0.463
42741.0,0.007,0.489
42742.0,0.471,0.848
42743.0,0.047,0.236
42744.0,0.009,0.105
42745.0,0.968,0.713
42746.0,0.963,0.726
42748.0,0.966,0.935
42749.0,0.888,0.837
42750.0,0.941,0.547
42751.0,0.942,0.946
42752.0,0.018,0.467
42753.0,0.384,0.316
42754.0,0.002,0.372
42757.0,0.863,0.966
42759.0,0.002,0.212
42760.0,0.0,0.159
42761.0,0.025,0.173
42762.0,0.32,0.255
42763.0,0.45,0.7
42764.0,0.001,0.327
42765.0,0.007,0.115
42766.0,0.011,0.033
42768.0,0.38,0.392
42769.0,0.003,0.081
42770.0,0.025,0.256
42771.0,0.557,0.12
42772.0,0.191,0.022
42773.0,0.018,0.293
42774.0,0.002,0.07
42775.0,0.21,0.259
42776.0,0.008,0.348
42777.0,0.007,0.802
42778.0,0.286,0.541
42779.0,0.996,0.904
42780.0,0.865,0.74
42781.0,0.769,0.734
42782.0,0.152,0.621
42783.0,0.292,0.553
42785.0,0.0,0.143
42786.0,0.098,0.662
42787.0,0.327,0.507
42790.0,0.1,0.685
42791.0,0.005,0.09
42792.0,0.973,0.725
42793.0,0.494,0.489
42794.0,0.999,0.787
42795.0,0.989,0.604
42796.0,0.901,0.162
42797.0,0.274,0.717
42798.0,0.009,0.097
42799.0,0.357,0.592
42800.0,0.018,0.226
42801.0,0.0,0.102
42802.0,0.004,0.107
42803.0,0.103,0.493
42804.0,0.001,0.088
42805.0,0.594,0.899
42806.0,0.379,0.938
42809.0,0.691,0.682
42810.0,0.499,0.837
42811.0,0.654,0.669
42812.0,0.007,0.195
42813.0,0.066,0.34
42815.0,0.015,0.21
42816.0,0.782,0.114
42818.0,0.339,0.466
42820.0,0.001,0.057
42821.0,0.168,0.945
42822.0,0.986,0.888
42823.0,0.756,0.721
42824.0,0.02,0.075
42826.0,1.0,0.935
42827.0,0.0,0.135
42829.0,0.015,0.764
42830.0,0.155,0.785
42831.0,0.023,0.483
42832.0,0.011,0.056
42833.0,0.075,0.461
42834.0,0.005,0.256
42835.0,0.451,0.791
42836.0,0.21,0.694
42837.0,0.339,0.649
42838.0,0.087,0.564
42839.0,0.007,0.058
42840.0,0.008,0.687
42841.0,0.004,0.052
42842.0,0.254,0.396
42843.0,0.001,0.072
42844.0,0.012,0.028
42845.0,0.811,0.721
42846.0,0.583,0.15
42847.0,0.06,0.684
42848.0,0.004,0.101
42849.0,0.002,0.082
42850.0,0.951,0.86
42851.0,0.987,0.822
42852.0,0.417,0.792
42853.0,0.024,0.336
42854.0,0.0,0.141
42855.0,0.921,0.927
42856.0,0.428,0.434
42857.0,0.026,0.391
42858.0,0.586,0.148
42859.0,0.035,0.357
42860.0,0.279,0.39
42861.0,0.008,0.303
42862.0,0.039,0.253
42863.0,0.94,0.73
42866.0,0.13,0.865
42867.0,0.79,0.281
42868.0,0.01,0.163
42869.0,0.289,0.586
42870.0,0.141,0.157
42871.0,0.002,0.291
42872.0,0.0,0.398
42873.0,0.905,0.642
42874.0,0.383,0.465
42875.0,0.0,0.029
42876.0,0.024,0.08
42878.0,0.958,0.174
42879.0,0.022,0.347
42880.0,0.009,0.076
42881.0,0.258,0.739
42882.0,0.988,0.611
42883.0,0.027,0.211
42884.0,0.122,0.279
42885.0,0.985,0.757
42886.0,0.053,0.886
42887.0,0.321,0.402
42888.0,0.037,0.332
42890.0,0.887,0.744
42891.0,0.36,0.278
42892.0,0.36,0.506
42893.0,0.725,0.65
42895.0,0.329,0.436
42896.0,0.0,0.049
42897.0,0.0,0.149
42898.0,0.143,0.08
42899.0,0.037,0.127
42900.0,0.182,0.458
42901.0,0.0,0.531
42902.0,0.067,0.73
42904.0,0.215,0.321
42905.0,0.0,0.061
42906.0,0.3,0.269
42908.0,0.43,0.858
42909.0,0.011,0.535
42910.0,0.0,0.008
42911.0,0.027,0.152
42912.0,0.219,0.507
42914.0,0.06,0.824
42915.0,0.202,0.243
42918.0,1.0,0.949
42920.0,0.862,0.21
42922.0,0.064,0.087
42923.0,0.022,0.4
42924.0,0.991,0.79
42925.0,0.04,0.112
42926.0,0.0,0.459
42927.0,0.057,0.604
42928.0,0.0,0.205
42929.0,0.246,0.099
42930.0,0.171,0.353
42931.0,0.22,0.14
42932.0,0.003,0.065
42933.0,0.278,0.865
42934.0,0.06,0.055
42936.0,0.146,0.913
42937.0,0.625,0.315
42938.0,0.009,0.81
42939.0,0.001,0.139
42940.0,0.812,0.5
42943.0,0.023,0.458
42944.0,0.264,0.027
42946.0,0.19,0.714
42948.0,0.001,0.144
42949.0,0.225,0.339
42951.0,0.303,0.448
42952.0,0.163,0.438
42953.0,0.07,0.666
42955.0,0.023,0.473
42956.0,0.005,0.566
42957.0,0.008,0.023
42958.0,0.334,0.26
42959.0,0.92,0.708
42960.0,0.029,0.17
42961.0,0.028,0.299
42962.0,0.003,0.225
42964.0,0.275,0.093
42965.0,0.0,0.207
42966.0,0.123,0.42
42967.0,0.0,0.146
42968.0,0.987,0.374
42969.0,0.997,0.278
42970.0,0.779,0.794
42971.0,0.225,0.574
42972.0,0.202,0.606
42974.0,0.973,0.631
42975.0,0.036,0.328
42977.0,0.0,0.046
42978.0,0.099,0.533
42979.0,0.363,0.132
42980.0,0.613,0.483
42981.0,0.061,0.149
42982.0,0.198,0.503
42984.0,0.996,0.778
42986.0,0.106,0.42
42987.0,0.0,0.123
42988.0,0.0,0.053
42989.0,0.112,0.216
42990.0,0.041,0.207
42991.0,0.151,0.601
42992.0,0.764,0.805
42993.0,0.055,0.293
42995.0,0.16,0.4
42996.0,0.0,0.132
42997.0,0.005,0.485
42998.0,0.903,0.708
42999.0,0.985,0.611
43000.0,0.115,0.486
43001.0,0.029,0.436
43002.0,0.706,0.376
43004.0,0.048,0.614
43005.0,0.01,0.116
43006.0,0.005,0.143
43007.0,0.01,0.018
43008.0,0.24,0.698
43009.0,0.352,0.822
43010.0,0.996,0.537
43011.0,0.0,0.161
43012.0,0.059,0.494
43014.0,0.022,0.067
43015.0,0.163,0.579
43016.0,0.078,0.734
43018.0,0.251,0.189
43019.0,0.366,0.311
43020.0,0.114,0.557
43022.0,0.02,0.175
43023.0,0.026,0.437
43025.0,0.539,0.505
43026.0,0.002,0.066
43029.0,0.008,0.318
43030.0,0.017,0.288
43032.0,0.046,0.159
43033.0,0.271,0.41
43035.0,0.033,0.183
43036.0,0.034,0.12
43037.0,0.008,0.041
43038.0,0.975,0.778
43039.0,0.0,0.076
43040.0,0.013,0.234
43041.0,0.021,0.225
43042.0,0.103,0.768
43043.0,0.0,0.504
43044.0,0.075,0.313
43046.0,0.027,0.651
43047.0,0.675,0.5
43048.0,0.007,0.143
43049.0,0.711,0.404
43050.0,0.531,0.727
43052.0,0.002,0.397
43053.0,0.5,0.14
43055.0,0.075,0.57
43056.0,0.0,0.225
43057.0,0.032,0.103
43059.0,0.387,0.341
43061.0,0.278,0.213
43062.0,0.975,0.513
43063.0,0.84,0.821
43064.0,0.298,0.638
43065.0,0.018,0.075
43066.0,0.006,0.113
43067.0,0.053,0.149
43068.0,0.076,0.528
43069.0,0.013,0.166
43070.0,0.019,0.287
43071.0,0.122,0.708
43073.0,0.006,0.024
43075.0,0.0,0.161
43076.0,0.186,0.357
43077.0,0.003,0.065
43078.0,0.019,0.368
43080.0,0.183,0.629
43081.0,0.042,0.786
43083.0,0.019,0.28
43085.0,0.754,0.666
43086.0,0.073,0.477
43087.0,0.0,0.055
43088.0,0.001,0.072
43089.0,0.996,0.936
43090.0,0.083,0.315
43091.0,0.677,0.113
43092.0,0.01,0.104
43093.0,0.008,0.117
43094.0,0.0,0.078
43096.0,0.071,0.407
43097.0,0.492,0.384
43098.0,0.006,0.744
43099.0,0.006,0.095
43100.0,0.005,0.155
43101.0,0.95,0.856
43102.0,0.026,0.094
43103.0,0.0,0.351
43104.0,0.822,0.775
43105.0,0.64,0.335
43106.0,0.091,0.62
43107.0,0.021,0.22
43109.0,0.998,0.779
43110.0,0.001,0.23
43111.0,0.0,0.31
43112.0,0.123,0.356
43113.0,0.007,0.075
43114.0,0.011,0.228
43115.0,0.011,0.587
43116.0,0.069,0.553
43117.0,0.604,0.74
43118.0,0.103,0.13
43119.0,0.788,0.11
43120.0,0.133,0.122
43121.0,0.003,0.046
43122.0,0.705,0.776
43123.0,0.704,0.888
43125.0,0.001,0.046
43126.0,0.0,0.17
43127.0,0.045,0.754
43128.0,0.0,0.078
43129.0,0.438,0.954
43130.0,0.109,0.508
43131.0,0.142,0.624
43132.0,0.365,0.879
43133.0,0.056,0.641
43135.0,0.004,0.079
43136.0,0.048,0.439
43137.0,0.119,0.277
43138.0,0.036,0.198
43139.0,0.0,0.029
43140.0,0.486,0.757
43141.0,0.0,0.204
43142.0,0.553,0.668
43144.0,0.924,0.939
43145.0,0.0,0.188
43148.0,0.0,0.904
43150.0,0.356,0.483
43152.0,0.914,0.612
43153.0,0.493,0.478
43154.0,0.0,0.566
43155.0,0.001,0.138
43156.0,0.089,0.511
43158.0,0.256,0.35
43159.0,0.217,0.531
43160.0,0.092,0.179
43161.0,0.8,0.771
43162.0,0.006,0.295
43164.0,0.041,0.183
43165.0,0.958,0.748
43166.0,0.313,0.163
43167.0,0.562,0.338
43168.0,0.038,0.775
43169.0,0.039,0.85
43170.0,0.18,0.908
43171.0,0.001,0.042
43172.0,0.843,0.761
43173.0,0.007,0.178
43174.0,0.031,0.636
43175.0,0.002,0.183
43176.0,0.956,0.889
43178.0,0.028,0.108
43179.0,0.077,0.403
43180.0,0.21,0.518
43182.0,0.29,0.676
43183.0,0.993,0.683
43184.0,0.003,0.115
43186.0,0.035,0.2
43187.0,0.0,0.167
43188.0,0.018,0.353
43189.0,0.149,0.561
43190.0,0.182,0.483
43191.0,0.033,0.141
43192.0,0.0,0.293
43193.0,0.026,0.271
43194.0,0.001,0.107
43195.0,0.221,0.842
43196.0,0.017,0.741
43197.0,0.002,0.643
43198.0,0.841,0.598
43199.0,0.144,0.506
43202.0,0.005,0.529
43203.0,0.7,0.557
43204.0,0.022,0.774
43206.0,0.026,0.103
43207.0,0.171,0.343
43208.0,0.0,0.03
43209.0,0.511,0.781
43210.0,0.122,0.761
43211.0,0.115,0.02
43212.0,0.938,0.384
43214.0,0.434,0.872
43215.0,0.237,0.119
43216.0,0.873,0.411
43217.0,0.0,0.118
43218.0,0.427,0.449
43219.0,0.001,0.06
43220.0,0.085,0.143
43221.0,0.007,0.098
43222.0,0.028,0.075
43223.0,0.0,0.141
43224.0,0.236,0.846
43225.0,0.629,0.426
43226.0,0.03,0.596
43227.0,0.055,0.349
43229.0,0.0,0.158
43230.0,0.144,0.664
43232.0,0.72,0.246
43233.0,0.549,0.274
43235.0,0.596,0.309
43236.0,0.601,0.908
43237.0,0.047,0.327
43238.0,0.001,0.051
43239.0,0.826,0.247
43240.0,0.001,0.027
43241.0,0.755,0.804
43243.0,0.001,0.756
43244.0,0.95,0.894
43245.0,0.028,0.166
43247.0,0.801,0.671
43248.0,0.415,0.262
43249.0,0.007,0.048
43251.0,0.08,0.195
43252.0,0.0,0.031
43253.0,0.99,0.638
43254.0,0.572,0.299
43255.0,0.977,0.776
43257.0,0.0,0.682
43258.0,0.008,0.653
43260.0,0.107,0.03
43261.0,0.002,0.077
43263.0,0.433,0.318
43266.0,0.018,0.079
43267.0,0.086,0.089
43269.0,0.052,0.601
43270.0,0.004,0.021
43271.0,0.022,0.192
43272.0,0.0,0.017
43273.0,0.005,0.057
43275.0,0.047,0.057
43276.0,0.318,0.76
43277.0,0.173,0.562
43278.0,0.13,0.223
43279.0,0.007,0.33
43280.0,0.005,0.573
43281.0,0.002,0.08
43282.0,0.211,0.782
43285.0,0.001,0.16
43287.0,0.0,0.164
43288.0,0.003,0.293
43289.0,0.909,0.565
43290.0,0.038,0.056
43291.0,0.759,0.895
43292.0,0.007,0.065
43293.0,0.016,0.042
43294.0,0.177,0.359
43296.0,0.009,0.056
43297.0,0.2,0.547
43298.0,0.818,0.614
43299.0,0.227,0.902
43300.0,0.688,0.644
43301.0,0.055,0.428
43303.0,0.228,0.93
43305.0,0.074,0.017
43306.0,0.005,0.128
43307.0,0.072,0.091
43308.0,0.0,0.103
43309.0,0.244,0.55
43310.0,0.982,0.672
43312.0,0.004,0.417
43314.0,0.236,0.023
43315.0,0.026,0.318
43316.0,0.02,0.275
43317.0,0.992,0.891
43318.0,0.133,0.248
43319.0,0.66,0.837
43320.0,0.01,0.176
43321.0,0.007,0.031
43322.0,0.72,0.089
43323.0,0.075,0.09
43324.0,0.005,0.074
43325.0,0.196,0.259
43328.0,0.775,0.264
43329.0,0.037,0.242
43331.0,0.006,0.123
43333.0,0.987,0.706
43335.0,0.009,0.144
43337.0,0.026,0.682
43338.0,0.038,0.238
43339.0,0.001,0.097
43340.0,0.673,0.725
43341.0,0.053,0.191
43342.0,0.48,0.807
43343.0,0.852,0.582
43344.0,0.002,0.037
43345.0,0.073,0.572
43346.0,0.308,0.619
43348.0,0.014,0.122
43349.0,0.377,0.911
43350.0,0.926,0.788
43351.0,0.734,0.188
43352.0,0.946,0.673
43353.0,0.015,0.172
43354.0,0.56,0.663
43356.0,0.006,0.708
43357.0,0.717,0.498
43358.0,0.052,0.464
43359.0,0.0,0.047
43360.0,0.0,0.044
43361.0,0.622,0.838
43362.0,0.966,0.647
43365.0,0.002,0.283
43367.0,0.725,0.66
43368.0,0.037,0.084
43369.0,0.948,0.753
43370.0,0.943,0.527
43371.0,0.142,0.213
43372.0,0.441,0.269
43373.0,0.002,0.083
43374.0,0.158,0.442
43375.0,0.969,0.929
43376.0,0.801,0.609
43378.0,0.016,0.027
43380.0,0.817,0.159
43381.0,0.115,0.126
43382.0,0.0,0.049
43383.0,0.0,0.027
43384.0,0.092,0.174
43386.0,0.842,0.417
43387.0,0.671,0.346
43388.0,0.004,0.325
43389.0,0.85,0.905
43390.0,0.009,0.433
43392.0,0.012,0.097
43393.0,0.925,0.127
43394.0,0.001,0.183
43397.0,0.004,0.108
43398.0,0.0,0.036
43399.0,0.258,0.267
43400.0,0.0,0.108
43401.0,0.108,0.721
43402.0,0.235,0.823
43403.0,0.053,0.178
43404.0,0.995,0.344
43405.0,0.0,0.045
43406.0,0.919,0.836
43407.0,0.0,0.106
43408.0,0.371,0.463
43409.0,0.162,0.429
43410.0,0.006,0.17
43412.0,0.009,0.143
43413.0,0.019,0.815
43415.0,0.751,0.858
43417.0,0.469,0.94
43418.0,0.146,0.393
43419.0,0.098,0.221
43420.0,0.012,0.148
43422.0,0.037,0.088
43423.0,0.407,0.559
43424.0,0.062,0.504
43426.0,0.682,0.896
43428.0,0.956,0.823
43429.0,0.718,0.15
43430.0,0.002,0.12
43431.0,0.022,0.278
43432.0,0.0,0.162
43433.0,0.744,0.869
43434.0,0.0,0.242
43435.0,0.324,0.285
43436.0,0.011,0.179
43437.0,0.173,0.244
43438.0,0.956,0.637
43439.0,0.094,0.899
43440.0,0.003,0.35
43441.0,0.177,0.145
43442.0,0.007,0.089
43443.0,0.0,0.288
43444.0,0.0,0.081
43445.0,0.984,0.864
43446.0,0.009,0.112
43448.0,0.122,0.765
43449.0,0.951,0.164
43451.0,0.072,0.851
43452.0,0.0,0.023
43453.0,0.907,0.297
43454.0,0.023,0.175
43457.0,0.982,0.284
43458.0,0.999,0.829
43460.0,0.046,0.215
43463.0,0.26,0.666
43464.0,0.09,0.255
43465.0,0.01,0.171
43466.0,0.013,0.166
43467.0,0.03,0.207
43468.0,0.0,0.468
43469.0,0.995,0.686
43470.0,0.154,0.58
43471.0,0.967,0.879
43472.0,0.061,0.221
43473.0,0.998,0.669
43474.0,0.033,0.871
43475.0,0.004,0.056
43477.0,0.006,0.508
43478.0,0.571,0.459
43479.0,0.177,0.774
43481.0,0.329,0.634
43482.0,0.516,0.36
43483.0,0.001,0.05
43484.0,0.642,0.783
43485.0,0.059,0.264
43486.0,0.641,0.573
43487.0,0.008,0.219
43488.0,0.899,0.96
43489.0,0.015,0.561
43490.0,0.0,0.067
43491.0,0.976,0.419
43492.0,0.003,0.088
43494.0,0.056,0.953
43496.0,0.0,0.018
43497.0,0.851,0.868
43498.0,0.032,0.348
43499.0,0.985,0.388
43501.0,0.375,0.58
43503.0,0.089,0.44
43505.0,0.099,0.596
43506.0,0.0,0.132
43507.0,0.001,0.465
43508.0,0.151,0.345
43509.0,0.442,0.677
43511.0,0.18,0.344
43512.0,0.136,0.777
43513.0,0.0,0.191
43514.0,0.035,0.54
43516.0,0.001,0.673
43517.0,0.008,0.364
43518.0,0.008,0.196
43519.0,0.999,0.914
43520.0,0.002,0.222
43522.0,0.016,0.297
43523.0,0.996,0.348
43524.0,0.966,0.401
43525.0,0.857,0.032
43527.0,0.004,0.53
43528.0,0.064,0.073
43529.0,0.021,0.214
43531.0,0.015,0.511
43532.0,0.006,0.209
43535.0,0.022,0.08
43536.0,0.078,0.829
43537.0,0.04,0.149
43538.0,0.034,0.138
43539.0,0.077,0.77
43541.0,0.015,0.202
43542.0,0.001,0.151
43543.0,0.328,0.301
43544.0,0.661,0.9
43545.0,0.499,0.191
43547.0,0.98,0.865
43548.0,0.793,0.804
43549.0,0.0,0.863
43550.0,0.29,0.727
43551.0,0.958,0.276
43552.0,0.07,0.33
43553.0,0.998,0.583
43555.0,0.443,0.738
43556.0,0.004,0.151
43557.0,0.056,0.351
43558.0,0.019,0.267
43559.0,0.813,0.455
43560.0,0.031,0.07
43561.0,0.274,0.476
43562.0,0.744,0.166
43563.0,0.026,0.698
43564.0,0.401,0.418
43565.0,0.811,0.323
43566.0,0.559,0.468
43567.0,0.034,0.303
43568.0,1.0,0.706
43569.0,0.89,0.412
43571.0,0.03,0.162
43572.0,0.023,0.16
43573.0,0.001,0.167
43574.0,0.143,0.597
43575.0,0.999,0.738
43576.0,0.023,0.583
43577.0,0.052,0.446
43578.0,0.02,0.184
43579.0,0.882,0.84
43581.0,0.246,0.254
43582.0,0.005,0.109
43583.0,0.631,0.613
43584.0,0.006,0.14
43585.0,0.007,0.085
43586.0,0.735,0.945
43587.0,0.0,0.209
43588.0,0.955,0.714
43590.0,0.136,0.214
43591.0,0.039,0.124
43592.0,0.146,0.176
43593.0,0.642,0.68
43594.0,0.761,0.861
43595.0,0.0,0.209
43597.0,0.002,0.493
43601.0,0.019,0.134
43602.0,0.11,0.379
43603.0,0.479,0.475
43604.0,0.543,0.148
43605.0,0.004,0.71
43606.0,0.037,0.231
43607.0,0.024,0.58
43608.0,0.014,0.19
43609.0,0.064,0.632
43610.0,0.331,0.455
43611.0,0.894,0.629
43612.0,0.083,0.269
43613.0,0.007,0.117
43614.0,0.645,0.186
43615.0,0.999,0.956
43616.0,0.0,0.132
43618.0,0.0,0.159
43619.0,0.01,0.112
43620.0,0.572,0.507
43622.0,0.014,0.171
43623.0,0.009,0.129
43624.0,0.003,0.168
43625.0,0.578,0.896
43626.0,0.013,0.124
43627.0,0.939,0.175
43628.0,0.03,0.255
43629.0,0.008,0.399
43630.0,0.01,0.95
43631.0,0.893,0.564
43632.0,0.975,0.929
43633.0,0.681,0.645
43634.0,0.392,0.597
43635.0,0.036,0.175
43637.0,0.006,0.216
43638.0,0.35,0.714
43639.0,0.978,0.449
43640.0,0.012,0.607
43641.0,0.0,0.217
43642.0,0.236,0.048
43644.0,0.475,0.612
43645.0,0.998,0.439
43646.0,0.442,0.699
43648.0,0.053,0.195
43649.0,0.037,0.169
43651.0,0.003,0.064
43652.0,0.22,0.355
43653.0,0.004,0.11
43654.0,0.102,0.471
43655.0,0.017,0.106
43656.0,0.213,0.42
43658.0,0.053,0.16
43659.0,0.974,0.596
43661.0,0.002,0.062
43662.0,0.101,0.185
43663.0,0.062,0.35
43664.0,0.047,0.118
43665.0,0.06,0.231
43666.0,0.037,0.52
43667.0,0.126,0.283
43668.0,0.167,0.75
43669.0,0.0,0.014
43670.0,0.031,0.236
43671.0,0.0,0.137
43673.0,0.238,0.058
43674.0,0.03,0.594
43675.0,0.013,0.369
43677.0,0.054,0.076
43679.0,0.086,0.68
43680.0,0.038,0.619
43682.0,0.011,0.262
43683.0,0.044,0.091
43684.0,0.004,0.963
43686.0,0.0,0.073
43687.0,0.141,0.378
43689.0,0.002,0.124
43690.0,0.0,0.334
43691.0,0.963,0.916
43692.0,0.034,0.592
43693.0,0.563,0.725
43694.0,0.03,0.387
43695.0,0.918,0.368
43697.0,0.0,0.448
43698.0,0.013,0.058
43699.0,0.761,0.507
43700.0,0.797,0.898
43701.0,0.03,0.642
43702.0,0.81,0.842
43705.0,0.005,0.129
43709.0,0.994,0.486
43710.0,0.654,0.842
43711.0,0.707,0.435
43712.0,0.546,0.471
43714.0,0.02,0.13
43715.0,0.003,0.076
43716.0,0.98,0.804
43717.0,0.005,0.203
43718.0,0.643,0.583
43720.0,0.915,0.765
43721.0,0.003,0.135
43722.0,0.159,0.075
43726.0,0.195,0.137
43727.0,0.008,0.187
43728.0,0.465,0.581
43729.0,0.037,0.586
43730.0,0.991,0.754
43731.0,0.919,0.505
43732.0,0.117,0.653
43733.0,0.0,0.098
43735.0,0.004,0.059
43736.0,0.066,0.146
43737.0,0.87,0.869
43738.0,0.326,0.627
43741.0,0.007,0.167
43742.0,0.0,0.074
43743.0,0.007,0.024
43744.0,0.117,0.167
43745.0,0.1,0.599
43746.0,0.005,0.188
43747.0,0.001,0.275
43749.0,0.349,0.369
43750.0,0.006,0.214
43751.0,0.005,0.27
43752.0,0.834,0.648
43753.0,0.045,0.305
43754.0,0.014,0.308
43755.0,0.032,0.44
43756.0,0.803,0.586
43757.0,0.237,0.903
43758.0,0.326,0.269
43761.0,0.699,0.914
43762.0,0.443,0.324
43763.0,0.982,0.876
43764.0,0.119,0.474
43765.0,0.386,0.438
43766.0,0.258,0.095
43767.0,0.989,0.567
43768.0,0.679,0.563
43770.0,0.0,0.087
43771.0,0.194,0.302
43772.0,0.068,0.147
43773.0,0.033,0.132
43774.0,0.028,0.074
43775.0,0.034,0.101
43776.0,0.095,0.106
43777.0,0.677,0.651
43778.0,0.008,0.536
43779.0,0.001,0.199
43781.0,0.488,0.416
43782.0,0.8,0.296
43783.0,0.808,0.897
43784.0,0.964,0.939
43785.0,0.016,0.171
43786.0,0.103,0.135
43787.0,0.999,0.883
43788.0,0.921,0.849
43789.0,0.001,0.19
43790.0,0.354,0.871
43791.0,0.06,0.874
43792.0,0.863,0.532
43793.0,0.793,0.833
43794.0,0.975,0.681
43795.0,0.047,0.154
43796.0,0.005,0.297
43797.0,0.52,0.755
43798.0,0.001,0.064
43799.0,0.016,0.143
43800.0,0.428,0.568
43801.0,0.311,0.584
43802.0,0.116,0.437
43803.0,0.129,0.298
43804.0,0.0,0.072
43805.0,0.023,0.485
43807.0,0.048,0.157
43808.0,0.065,0.061
43809.0,0.059,0.316
43810.0,0.06,0.517
43811.0,0.062,0.2
43812.0,0.01,0.064
43813.0,0.06,0.259
43814.0,0.016,0.19
43815.0,0.074,0.114
43816.0,0.785,0.903
43817.0,0.142,0.95
43818.0,0.699,0.321
43819.0,0.021,0.073
43820.0,0.982,0.902
43821.0,0.003,0.063
43822.0,0.017,0.306
43823.0,0.004,0.736
43824.0,0.002,0.415
43825.0,0.687,0.267
43826.0,0.006,0.187
43827.0,0.079,0.14
43828.0,0.932,0.594
43829.0,0.078,0.207
43830.0,0.997,0.898
43831.0,0.968,0.776
43835.0,0.702,0.61
43836.0,0.0,0.042
43837.0,0.039,0.489
43838.0,0.971,0.162
43839.0,0.0,0.116
43840.0,0.984,0.252
43841.0,0.009,0.79
43842.0,0.01,0.233
43843.0,0.02,0.714
43844.0,0.262,0.486
43845.0,0.122,0.423
43846.0,0.002,0.126
43847.0,0.0,0.723
43848.0,0.013,0.068
43849.0,0.0,0.031
43850.0,0.122,0.687
43851.0,0.099,0.063
43852.0,0.0,0.115
43854.0,0.019,0.413
43855.0,0.003,0.378
43856.0,0.005,0.576
43857.0,0.344,0.866
43858.0,0.004,0.042
43859.0,0.096,0.557
43861.0,0.075,0.443
43862.0,0.982,0.909
43863.0,0.63,0.434
43864.0,0.001,0.039
43865.0,0.973,0.789
43866.0,0.001,0.441
43867.0,1.0,0.94
43870.0,0.0,0.018
43871.0,0.919,0.086
43872.0,0.274,0.871
43875.0,0.0,0.095
43876.0,0.0,0.026
43877.0,0.16,0.519
43878.0,0.001,0.313
43880.0,0.017,0.163
43881.0,0.003,0.154
43882.0,0.023,0.509
43883.0,0.966,0.764
43884.0,0.294,0.497
43885.0,0.082,0.081
43886.0,0.0,0.116
43887.0,0.348,0.279
43888.0,0.102,0.94
43889.0,0.003,0.198
43890.0,0.298,0.363
43891.0,0.0,0.07
43892.0,0.091,0.314
43893.0,0.018,0.087
43894.0,0.002,0.209
43895.0,0.111,0.169
43897.0,0.374,0.314
43899.0,0.002,0.033
43900.0,0.0,0.208
43901.0,0.35,0.958
43902.0,0.004,0.455
43903.0,0.073,0.502
43904.0,0.759,0.128
43906.0,0.019,0.5
43908.0,0.272,0.915
43909.0,0.528,0.668
43910.0,0.078,0.538
43911.0,0.256,0.691
43913.0,0.866,0.931
43914.0,0.025,0.394
43915.0,0.088,0.923
43916.0,0.067,0.21
43917.0,0.04,0.101
43918.0,0.064,0.151
43919.0,0.023,0.092
43921.0,0.034,0.351
43922.0,0.0,0.028
43923.0,0.028,0.166
43924.0,0.176,0.71
43925.0,0.276,0.811
43927.0,0.862,0.845
43928.0,0.095,0.625
43929.0,0.003,0.051
43930.0,0.002,0.459
43931.0,0.005,0.355
43932.0,0.001,0.059
43935.0,0.986,0.521
43936.0,0.04,0.59
43937.0,0.845,0.789
43938.0,0.95,0.764
43939.0,0.053,0.4
43940.0,0.018,0.182
43941.0,0.071,0.175
43942.0,0.708,0.377
43943.0,0.041,0.157
43944.0,0.968,0.864
43945.0,0.241,0.573
43947.0,0.964,0.769
43948.0,0.001,0.063
43950.0,0.032,0.798
43951.0,0.947,0.831
43952.0,0.009,0.238
43953.0,0.684,0.269
43956.0,0.211,0.826
43957.0,0.053,0.536
43959.0,0.97,0.162
43960.0,0.069,0.477
43961.0,0.034,0.814
43962.0,0.06,0.177
